lyrics,year,lable,name
"[Verse 1]
Nation to nation, all the world must come together
Face the problems that we see then maybe somehow we can work it out
I asked my neighbor for a favor, she said later
What has come of all the people, have we lost love of what it's about?
I have to find my peace cause no one seems to let me be
False prophets cry of doom, what are the possibilities?
I told my brother there'll be problems, times and tears for fears
But we must live each day like it's the last
Go with it, go with it

[Hook]
Jam
It ain’t, It ain’t too much stuff
It ain’t too much
It ain’t too much for me to
Jam
It ain't
It ain’t too much stuff
It ain’t, don't you
It ain’t too much for me to
Jam

[Verse 2]
The world keeps changing, rearranging minds and thoughts
Predictions fly of doom, the baby boom has come of age, we'll work it out
I told my brothers don't you ask me for no favors
I'm conditioned by the system, don't you talk to me, don't scream and shout
She prays to God, to Buddha, then she sings a Talmud song
Confusions contradict the self, do we know right from wrong?
I just want you to recognize me in the temple
You can't hurt me, I found peace within myself
Go with it, go with it

[Hook]
Jam
It ain't
It ain't too much stuff
It ain't too much
It ain't too much for me to
Jam
It ain't
It ain't too much stuff
It ain't
Don't you
It ain't too much for me to
Jam
It ain't too much stuff
It ain't too much
It ain't too much for me to
Jam
It ain't
It ain't too much stuff
It ain't
Don't you
It ain't too much for me to
Jam

[Verse 3: Heavy D]
Jam, jam, here comes the man
Hot damn, the big boy stands with an upper hand
Makin' funky tracks with my man Michael Jackson
Smooth criminal, that's the man cause Mike's so relaxed
Mingle, mingle, jingle in the jungle
Bum rushed the door, 3 and 4's in a bundle
Execute the plan, first I cooled it like a fan
Got with Janet, then with Guy, now with Michael
Cause it aren’t too hard to

[Hook]
Jam
It ain't
It ain't too much stuff
It ain't too much
It ain't too much for me to
Jam
Get on it
It ain't too much stuff
It ain't
Don't stop
It ain't too much for me to
Jam
It ain't
It ain't too much stuff
It ain't
Don't you
It ain't too much for me to (Hoo-hoo!)
Jam
It ain't (Hoo-hoo!)
It ain't too much stuff
It ain't
Don't you (Hoo-hoo!)
It ain't too much for me to
Jam (Hoo!)

It ain't too hard for me to jam
It ain't too hard for me to jam
It ain't too hard for me to jam (Chh, chh, chh!)
It ain't too hard for me to jam
It ain't too hard for me to jam (Chh, chh, chh!)
It ain't too hard for me to jam
It ain't too hard for me to jam, it ain't too hard for me to jam, it ain't too hard for me to jam (Get down, hoo!)
Ooh!
Chh!
Chh!
Chh!
Chh!
Chh!
Chh!
Ooh!

Get on it

Jam
It ain't
It ain't too much stuff
It ain't
Don't you
It ain't too much for me to
Jam
Uh-huh
It ain't too much stuff
It ain't too much
It ain't too much for me to
Jam (Get on it)
Uh-huh (Get on it)
It ain't too much stuff (Hee-hee!)
It ain't too much
It ain't too much for me to
Jam
Too much
It ain't too much stuff
It ain't
Don't you
It ain't too much for me to
Jam

[Outro]
Get on it
Get on it
Give it baby
Give it to me
Come on
You really give it to me
Got to give it
You just want to give it",2008,1,Michael Jackson
"[Verse 1]
I'm gonna make a change
For once in my life
Gonna feel real good
Gonna make a difference
Gonna make it right
As I turn up the collar on my favorite winter coat
This wind is blowin' my mind
I see the kids in the street, with not enough to eat
Who am I to be blind, pretending not to see their needs
A summer's disregard, a broken bottle top
And one man's soul
They follow each other on the wind, ya know
'Cause they got nowhere to go
That's why I want you to know

[Chorus]
I'm starting with the man in the mirror
I'm asking him to change his ways
And no message could have been any clearer
If you wanna make the world a better place
Take a look at yourself and then make a change

Na-na-na na-na-na nana-nana

[Verse 2]
I've been a victim of a selfish kinda love
It's time that I realize
There are some with no home
Not a nickel to loan
Could it be really me pretending that they're not alone
A willow deeply scarred, somebody's broken heart
And a washed-out dream
They follow the pattern of the wind, ya see
'Cause they got no place to be
That's why I'm starting with me

[Extended Chorus]
I'm starting with the man in the mirror (Who?)
I'm asking him to change his ways (Who?)
And no message could have been any clearer
If you wanna make the world a better place
Take a look at yourself and then make a change

I'm starting with the man in the mirror (Who?)
I'm asking him to change his ways (Who?)
And no message could have been any clearer
If you wanna make the world a better place
Take a look at yourself and then make that change

I'm starting with the man in the mirror (Man in the mirror, oh yeah)
I'm asking him to change his ways (Change his ways)
(Come on, change)
And no message could have been any clearer

[Bridge]
If you wanna make the world a better place
Take a look at yourself and then make the change
You gotta get it right, while you got the time
'Cause when you close your heart (You can't)
Then you close your mind (Close your, your mind!)

[Chorus]
(That man, that man) I'm starting with the man in the mirror
(That man)
(Ooh!)
(That man, that man) I'm asking him to change his ways
(That man, the man)
(Change his ways, ooh!)
And no message could have been any clearer
If you want to make the world a better place
Take a look at yourself and then make that
(Take a look at yourself and then make that)
Change!

[Outro]
Woo, woo (Na-na-na na-na-na nana-nana) woo, woo, woo, woo, woo
Gonna feel real good (Oh yeah)
Yeah, yeah, yeah, yeah (Na-na-na na-na-na nana-nana)
Yeah, yeah, oh, oh no
I'm gonna make a change
It's gonna feel real good, Shamone (Change)
Just lift yourself, you know
You've got to start with yourself, (Yeah) hoo!
(Make that change) I gotta make that change today, woo!
(Man in the mirror) You got to, you got to not pick yourself, brother, hoo! (Yeah)
You know (Make that change)
I've gotta get that man, that man (Man in the mirror)
You got to, you got to move, Shamone, Shamone
You got to stand up (Yeah) stand up (Make that change) stand up, stand up and lift yourself now (Man in the mirror)
Hoo, hoo, hoo! Ow! (Yeah, make that change)
Make that change, Shamone (Man in the mirror)
You know it, you know it, you know it, you know (Change)
Make that change",2008,1,Michael Jackson
"[Verse 1: Michael Jackson]
Every night she walks right in my dreams
Since I met her from the start
I'm so proud I am the only one
Who is special in her heart

[Hook: Michael Jackson]
The girl is mine
The doggone girl is mine, m-m-m
I know she's mine
Because the doggone girl is mine m-m-m

[Verse 2: Paul McCartney]
I don't understand the way you think
Saying that she's yours, not mine
Sending roses and your silly dreams
Really just a waste of time

[Hook: Paul McCartney]
Because she's mine
The doggone girl is mine
Don't waste your time
Because the doggone girl is mine

[Verse 3: Michael + Paul]
I love you more than he
(Take you anywhere)
Well I love you endlessly
(Loving we will share)
So come and go with me
To one's town

[Bridge: Micheal Jackson]
But we both cannot have her
So it's one or the other
And one day you'll discover
That she's my girl forever and ever

[Verse 4: Michael + Paul]
Don't build your hopes to be let down
'Cause I really feel it's time
I know she'll tell you I'm the one for her
'Cause she said I blow her mind

[Hook: Michael Jackson]
The girl is mine
The doggone girl is mine
Don't waste your time
Because the doggone girl is mine

[Refrain: Michael + Paul]
She's mine, she's mine
No, no, no, she's mine
The girl is mine, the girl is mine
The girl is mine, the girl is mine
The girl is mine (mine, mine); yep, she's mine (mine, mine)
The girl is mine (mine, mine); yeah, she's mine (mine, mine)

[Hook: Michael Jackson]
Don't waste your time
Because the doggone girl is mine
The girl is mine, the girl is mine

[Interlude: Michael + Paul]
Michael, we're not going to fight about this, okay?
Ha, ha, Paul, I think I told you I'm a lover, not a fighter
Eh, I've heard it all before, Michael
She told me that I'm her forever lover, you know, don't you remember?
Well, after loving me she said she couldn't love another
Is that what she said?
Yeah, she said it; you keep dreaming

[Outro: Michael + (Paul)]
(I don't believe it!) (Mine, mine)
(No, no, no) The girl is mine (Mine, mine, mine)
(No, mine) No, mine (Mine, mine)
(She's mine, mine, mine, mine, mine) (Mine, mine, mine)
'Cause the girl is mine
(No, the girl is mine) (Mine, mine)
The girl is mine (Mine, mine, mine)
(No, the girl is mine)
The girl is mine (Mine, mine)
(No, she's mine)",2008,1,Michael Jackson
"[Intro]
I don't know, bet you wanna try
Every time you see

[Verse 1]
Do you remember when we fell in love?
We were young and innocent then
Do you remember how it all began?
It just seemed like heaven, so why did it end?

[Pre-Chorus 1]
Do you remember, back in the fall?
We'd be together all day long
Do you remember us holding hands?
In each other's eyes, we'd stare
Tell me

[Chorus]
Do you remember the time?
When we fell in love
Do you remember the time?
When we first met, girl
Do you remember the time?
(Oh, I)
When we fell in love
Do you remember the time?

[Verse 2]
Do you remember how we used to talk?
You know, we'd stay on the phone at night till dawn
Do you remember all the things we said?
Like, ""I love you so, I'll never let you go""

[Pre-Chorus 2]
Do you remember, back in the spring?
Every morning, birds would sing
Do you remember those special times?
They'll just go on and on
In the back of my mind

[Chorus]
Do you remember the time?
(Oh, I)
When we fell in love
Do you remember the time?
When we first met, girl
Do you remember the time?
(Oh, I)
When we fell in love
Do you remember the time?

[Bridge]
Those sweet memories
Will always be dear to me
And girl no matter what was said
I will never forget what we had
Now baby

[Chorus]
Do you remember the time?
When we fell in love
Do you remember the time?
When we first met, girl
Do you remember the time?
(Oh, I)
When we fell in love
Do you remember the time?
(Remember, my baby)
Do you remember the time?
('Cause I remember)
When we fell in love
Do you remember the time?
(All in my mind, girl)
Do you remember the time?
(Oh, I)
When we fell in love
Do you remember the time?
(Remember, my baby)

[Breakdown]
(Remember the time)
Hoo!
(Remember the time)
Do you remember, girl?
(Remember the time)
On the phone, you and me
(Remember the time)
Till dawn, two or three
What about us, girl?
(Remember the time)
Do you, do you, do you?
(Remember the time)
Do you, do you?
In the park, on the beach
(Remember the time)
You and me, in Spain
What about, what about
(Remember the time)
Grrrrrat, tat tat, tat
Grrrrrat, tat tat
(Remember the time)
Hoo! In the park
(Remember the time)
After dark, do you, do you, do you?
(Remember the time)
Do you, do you, do you, did you?
(Remember the time)
Yeah, yeah, hoo!
(Remember the time, remember the time)",2008,1,Michael Jackson
"[Intro]
Aaow!

Cha!
Shoo-cha-choo-cha!

[Verse 1]
As he came into the window
Was a sound of a crescendo
He came into her apartment
He left the bloodstains on the carpet
She ran underneath the table
He could see she was unable
So she ran into the bedroom
She was struck down, it was her doom

[Pre-Chorus]
Annie, are you okay?
So, Annie, are you okay? Are you okay, Annie?
Annie, are you okay?
So, Annie, are you okay? Are you okay, Annie?
Annie, are you okay?
So, Annie, are you okay? Are you okay, Annie?
Annie, are you okay?
So, Annie, are you okay? Are you okay, Annie?

[Chorus]
Annie, are you okay?
Will you tell us that you're okay?
There's a sound at the window
Then he struck you — a crescendo, Annie
He came into your apartment
Left the bloodstains on the carpet
And then you ran into the bedroom
You were struck down
It was your doom

[Post-Chorus]
Annie, are you okay?
So, Annie, are you okay? Are you okay, Annie?
Annie, are you okay?
So, Annie, are you okay? Are you okay, Annie?
Annie, are you okay?
So, Annie, are you okay? Are you okay, Annie?

[Refrain]
You've been hit by—
You've been hit by—
A Smooth Criminal

Aaow!

[Verse 2]
So they came into the outway
It was Sunday, what a black day
Every time I tried to find him
There were no clues, they’re behind him
And they end up never knowing
Who’s the suspect or what to expect
Mouth-to-mouth resuscitation
Sounding heartbeats, intimidation

[Pre-Chorus]
Annie, are you okay?
So, Annie, are you okay? Are you okay, Annie?
Annie, are you okay?
So, Annie, are you okay? Are you okay, Annie?
Annie, are you okay?
Annie, are you okay? Are you okay?
Annie, are you okay?
So, Annie, are you okay? Are you okay, Annie?
Annie, are you okay?
So, Annie, are you okay? Are you okay, Annie?

[Chorus]
Annie, are you okay?
Will you tell us that you're okay?
There's a sound at the window
Then he struck you — a crescendo, Annie
He came into your apartment
Left the bloodstains on the carpet
And then you ran into the bedroom
You were struck down
It was your doom

[Post-Chorus]
Annie, are you okay? Annie, are you okay?
Are you okay, Annie?

[Refrain]
You've been hit by—
You've been struck by—
A Smooth Criminal

[Interlude]
Choo-cha, choo-cha
Aaow!

Okay, I want everybody to clear the area right now!

Aaow!
Hoo!
Hoo!
Hoo!
Hoo!
Aaow!

[Outro]
Annie, are you okay? (I don't know)
Will you tell us that you're okay? (I don't know)
There's a sound at the window (I don't know)
Then he struck you, a crescendo Annie? (I don't know)
He came into your apartment (I don't know)
Left bloodstains on the carpet (I don't know why, baby)
And then you ran into the bedroom (Help me)
You were struck down
It was your doom Annie (Dag gone it)
Annie are you okay? (Dag gone it-baby)
Will you tell us that you're okay? (Dag gone it-baby)
There's a sound at the window (Dag gone it-baby)
Then he struck you, a crescendo Annie (Hoo! Hoo!)
He came into your apartment, (Dag gone it)
Left bloodstains on the carpet (Hoo!)
And then you ran into the bedroom (Hoo! Hoo!)
You were struck down (Dag gone it)
It was your doom Annie (Aaow!)

[Outro]
Aaow!

Aaow!
Shoo-cha-choo, shoo-cha-choo!
Aaow!

Aaow!",2008,1,Michael Jackson
"[Intro]
Hee-hee!
Ooh!
G'on girl!
Aaow!
Hee!

[Verse 1]
Hey, pretty baby with the high heels on
You give me fever like I've never, ever known
You're just a product of loveliness
I like the groove of your walk, your talk, your dress

[Pre-Chorus]
I feel your fever from miles around
I'll pick you up in my car and we'll paint the town
Just kiss me baby and tell me twice
That you're the one for me

[Chorus]
The way you make me feel
(The way you make me feel)
You really turn me on
(You really turn me on)
You knock me off of my feet
(You knock me off of my feet)
My lonely days are gone
(My lonely days are gone)

[Verse 2]
I like the feelin' you're givin' me
Just hold me, baby, and I'm in ecstasy
Oh, I'll be workin' from 9 to 5
To buy you things to keep you by my side

[Pre-Chorus]
I've never felt so in love before
Just promise baby, you'll love me forevermore
I swear I'm keepin' you satisfied
'Cause you're the one for me

[Chorus]
The way you make me feel
(The way you make me feel)
You really turn me on
(You really turn me on)
You knock me off of my feet
(You knock me off of my feet)
My lonely days are gone
(My lonely days are gone)

[Interlude 1]
Acha-ooh!
G'on girl!
G'on!
Hee-hee! Aaow!
G'on, girl!

[Pre-Chorus]
I've never felt so in love before
Just promise baby, you'll love me forevermore
I swear I'm keepin' you satisfied
'Cause you're the one for me

[Chorus]
The way you make me feel
(The way you make me feel)
You really turn me on
(You really turn me on)
You knock me off of my feet now, babe (Hee!)
(You knock me off of my feet)
My lonely days are gone (ah, ah)
(My lonely days are gone)
The way you make me fee-hee!
(The way you make me feel)
You really turn me on
(You really turn me on)
You knock me off of my feet now, babe (Hee!)
(You knock me off of my feet)
My lonely days are gone
(My lonely days are gone)

[Bridge]
Ain't nobody's business
Ain't nobody's business
(The way you make me feel)
Ain't nobody's business
Ain't nobody's business
But mine and my baby
(You really turn me on)
Hee-hee!
(You knock me off of my feet)
Hee-hee! Ooh!
(My lonely days are gone)
Give it to me
Give me some time
(The way you make me feel)
Come on, be my girl
I wanna be with mine
(You really turn me on)
Ain't nobody's business
(You knock me off of my feet)
Ain't nobody's business
But mine and my baby
G'on, girl! Aaow!
(My lonely days are gone)

[Interlude]
Hee-hee!
Hoo!
Choo-coo, choo-coo
Choo-coo, choo-coo, choo-coo
G'on, girl!

[Outro]
The way you make me feel (Hee-hee!)
(Hee-hee-hee!)
You really turn me on
You knock me off of my feet
My lonely days are gone

Give it to me
Give me some time
(The way you make me feel)
Come on, be my girl
I wanna be with mine
(You really turn me on)
Ain't nobody's business
(You knock me off of my feet)
Ain't nobody's business
But mine and my baby
G'on, girl!
(My lonely days are gone)

Give it to me
Give me some time
(The way you make me feel)
Come on, be my girl
I wanna be with mine
(You really turn me on)
Ain't nobody's business
(You knock me off of my feet)",2008,1,Michael Jackson
"[Verse 1]
He got kicked in the back
He say that he needed that
He hot willed in the face
Keep daring to motivate
He say one day you will see
His place in world history
He dares to be recognized
The fires deep in his eyes

[Pre-Chorus]
How many victims must there be
Slaughtered in vain across the land
And how many struggles must there be
Before we choose to live the prophet's plan
Everybody sing

[Chorus]
Every day create your history
Every path you take you're leaving your legacy
Every soldier dies in his glory
Every legend tells of conquest and liberty

[Verse 2]
Don't let no one get you down
Keep moving on higher ground
Keep flying until
You are the king of the hill
No force of nature can break
Your will to self-motivate
She say this face that you see
Is destined for history

[Pre-Chorus]
How many people have to cry
The song of pain and grief across the land
And how many children have to die
Before we stand to lend a healing hand
Everybody sing

[Chorus]
Every day create your history
Every path you take you're leaving your legacy
Every soldier dies in his glory
Every legend tells of conquest and liberty
Every day create your history
Every page you turn you're writing your legacy
Every hero dreams of chivalry
Every child should sing together in harmony

All nations sing
Let's harmonize all around the world

[Bridge]
How many victims must there be
Slaughtered in vain across the land
And how many children must we see
Before we learn to live as brothers
And leave one family oh

[Chorus]
Every day create your history
Every path you take you're leaving your legacy
Every soldier dies in his glory
Every legend tells of conquest and liberty
Every day create your history
Every page you turn you're writing your legacy
Every hero dreams of chivalry
Every child should sing together in harmony

[Outro]
A soldier dies
A mother cries
The promised child shines in a baby's eyes
All nations sing
Let's harmonize all around the world",2008,1,Michael Jackson
"[Verse 1]
Hold me
Like the River Jordan
And I will then say to thee
You are my friend
Carry me
Like you are my brother
Love me like a mother
Will you be there?

[Verse 2]
Weary
Tell me will you hold me
When wrong, will you scold me
When lost will you find me?
But they told me
A man should be faithful
And walk when not able
And fight till the end
But I'm only human

[Bridge]
Everyone's taking control of me
Seems that the world's got a role for me
I'm so confused, will you show it to me?
That you'll be there for me and care enough to bear me

[Verse 4: Michael Jackson & Cleveland Orchestra]
Hold me
Show me
Lay your head lowly
Told me
Softly then boldly
Yeah
Carry me there
I'm only human
Lead me
Hold me
Love me and feed me
Yeah, yeah
Kiss me and free me
Yeah
I will feel blessed
I'm only human
Carry
Carry
Carry me boldly
Carry me
Lift me up slowly
Yeah
Carry me there
I'm only human!
Save me
Lift me
Heal me and bathe me
Lift me up, lift me up
Softly you say to me
I will be there
I will be there
Lift me
Lift me up slowly
Carry me boldly
Yeah
Show me you care
Hold me
Hoo!
Lay your head lowly
It gets lonely sometimes
I get lonely, yeah, yeah
Softly then boldly
Carry me there
Need me
Hoo!
Love me and feed me
Lift me up, hold me up
Lift me up sometimes, up sometimes
Kiss me and free me
I will feel blessed

[Spoken]
In our darkest hour, in my deepest despair
Will you still care?
Will you be there?
In my trials and my tribulations
Through our doubts and frustrations
In my violence, in my turbulence
Through my fear and my confessions
In my anguish and my pain
Through my joy and my sorrow
In the promise of another tomorrow
I'll never let you part
For you're always in my heart",2008,1,Michael Jackson
"[Intro]
I just want to lay next to you for a while
You look so beautiful tonight
Your eyes are so lovely
Your mouth is so sweet
A lot of people misunderstand me
That's because they don't know me at all
I just want to touch you
And hold you
I need you, God I need you
I love you so much

[Verse 1: Michael & Siedah]
Each time the wind blows
I hear your voice so
I call your name
Whispers at morning
Our love is dawning
Heaven's glad you came
You know how I feel
This thing can't go wrong
I'm so proud to say I love you
Your love's got me high
I long to get by
This time is forever
Love is the answer
I hear your voice now
You are my choice now
The love you bring
Heaven's in my heart
At your call, I hear harps
And angels sing
You know how I feel
This thing can't go wrong
I can't live my life without you
I just can't hold on
I feel we belong
My life ain't worth living
If I can't be with you

[Chorus: Both & Siedah]
I just can't stop loving you
I just can't stop loving you
And if I stop
Then tell me just what will I do
Cause I just can't stop loving you

[Verse 2: Michael & Siedah & Both]
At night when the stars shine
I pray in you I'll find
A love so true
When morning awakes me
Will you come and take me
I'll wait for you
You know how I feel
I won't stop until
I hear your voice saying, ""I do""
""I do""
This thing can't go wrong
This feeling's so strong
Well, my Life ain't worth living
If I can't be with you

[Chorus: Michael & Both]
I just can't stop loving you
I just can't stop loving you
And if I stop
Then tell me just what will I do
I just can't stop loving you

[Bridge: Michael & Siedah & Both]
We can change all the world tomorrow
We can sing songs of yesterday
I can say, ""Hey, Farewell"" to sorrow
This is my life and I
Want to see you for always

[Chorus: Both]
I just can't stop loving you (No, baby)
I just can't stop loving you (If I can't stop)
And if I stop
Then tell me just what will I do (What will I do?)
I just can't stop loving you (Hee-hee-hee, without you, girl)
I just can't stop loving you (You know I do)
And if I stop
Then tell me just what will I do",2008,1,Michael Jackson
"[Verse 1]
Girl, close your eyes
Let that rhythm get into you
Don't try to fight it
There ain't nothin' that you can do
Relax your mind
Lay back and groove with mine

[Pre-Chorus]
You gotta feel that heat
And we can ride the boogie
Share that beat of love

[Chorus]
I wanna rock with you (All night)
Dance you into day (Sunlight)
I wanna rock with you (All night)
We're gonna rock the night away (Rock, right)

[Verse 2]
Out on the floor
There ain't nobody there but us
Girl, when you dance
There's a magic that must be love
Just take it slow
'Cause we got so far to go

[Pre-Chorus]
When you feel that heat
And we're gonna ride the boogie
Share that beat of love

[Chorus]
I wanna rock with you (All night)
Dance you into day (Sunlight)
I wanna rock with you (All night)
We're gonna rock the night away

[Bridge]
And when the groove is dead and gone (Yeah)
You know that love survives
So we can rock forever, on
I wanna rock with you
I wanna groove with you
I wanna rock with you
I wanna groove with you

[Chorus]
I wanna rock (All night)
With you girl (Sunlight)
Rock with you, rock with you girl (Yeah)
(All night)
Dance the night away
I wanna rock with you (Yeah)
(All night)
Rock you into day (Sunlight)
I wanna rock with you (All night)
Rock the night away

[Outro]
Feel the heat, feel the beat (All night)
Rock you into day (Sunlight)
I wanna rock (All night)
Rock the night away",2008,1,Michael Jackson
"[Spoken Intro]
You know, I was
I was wondering, you know
If you could keep on
Because the force
It's got a lot of power
And it make me feel like ah
It make me feel like… ooh!

[Verse 1]
Lovely is the feelin' now
Fever, temperatures risin' now
Power is the force, the vow (Oh power)
That makes it happen, it asks no questions why (Ooh)
So get closer (Closer now)
To my body now
Just love me
'Till you don't know how (Ooh)

[Chorus]
Keep on with the force, don't stop
Don't stop 'til you get enough
Keep on with the force, don't stop
Don't stop 'til you get enough
Keep on with the force, don't stop
Don't stop 'til you get enough
Keep on with the force, don't stop
Don't stop 'til you get enough

[Verse 2]
Touch me and I feel on fire
Ain’t nothin' like a love desire (Ooh)
I'm melting (I'm melting)
Like hot candle wax
Sensation (Oh sensation)
Lovely where we're at (Ooh!)
So let love take us through the hours
I won't be complainin' (Aah)
'Cause this is love power (Ooh)

[Chorus]
Keep on with the force, don't stop
Don't stop 'til you get enough
Keep on with the force, don't stop
Don't stop 'til you get enough
Keep on with the force, don't stop
Don't stop 'til you get enough
Keep on with the force, don't stop
Don't stop 'til you get enough

[Instrumental Interlude]
Ooh!

Oh, baby
Keep on
Keep on

[Verse 3]
Heartbreak enemy despise
Eternal (Oh eternal)
Love shines in my eyes (Ooh)
So let love take us through the hours (Oh, let love)
I won't be complainin' (No, no) (Hoo!)
'Cause your love is alright, alright (Ooh)

[Chorus]
Keep on with the force, don't stop
Don't stop 'til you get enough
Keep on with the force, don't stop
Don't stop 'til you get enough
Keep on with the force, don't stop
Don't stop 'til you get enough
Keep on with the force, don't stop
Don't stop 'til you get enough
Keep on with the force, don't stop (Don't stop, baby)
Don't stop 'til you get enough
Keep on with the force, don't stop
Don't stop 'til you get enough (Oh, my baby)
Keep on with the force, don't stop
Don't stop 'til you get enough
Keep on with the force, don't stop
Don't stop 'til you get enough

[Refrain]
Lovely is the feelin' now
I won't be complainin' (Ooh, ooh)
The force is love power

[Chorus / Outro]
Keep on with the force don't stop
Don't stop 'til you get enough
Keep on with the force don't stop (Don't stop, darlin')
Don't stop 'til you get enough
Keep on with the force don't stop (Don't, baby)
Don't stop 'til you get enough
Keep on with the force don't stop (Keep on)
Don't stop 'til you get enough
Keep on with the force don't stop (Keep on, darlin')
Don't stop 'til you get enough
Keep on with the force don't stop (Love power, yeah)
Don't stop 'til you get enough
Keep on with the force don't stop (Keep on, darlin')
Don't stop 'til you get enough
Keep on with the force don't stop (Love power)
Don't stop 'til you get enough
Keep on with the force don't stop
(Keep on with the power, would ya, ooh)
Don't stop 'til you get enough
(Don't stop 'til you get enough, ooh)
Keep on with the force, don't stop
Don't stop 'til you get enough
Keep on with the force, don't stop (Keep on, yeah)
Don't stop 'til you get enough (Ah, ah now)
Keep on with the force, don't stop (Yeah)
Don't stop 'til you get enough
Keep on with the force, don't stop (Keep on, baby)
Don't stop 'til you get enough
Keep on with the force, don't stop (Don't 'til you get enough)
Don't stop 'til you get enough
Keep on with the force, don't stop
Don't stop 'til you get enough
Keep on with the force don't stop (Keep on, darlin')
Don't stop 'til you get enough
Keep on with the force don't stop (All right, yeah)
Don't stop 'til you get enough
Keep on with the force don't stop (Keep on baby)
Don't stop 'til you get enough
Keep on with the force don't stop (Don't stop)",2008,1,Michael Jackson
"[Verse 1]
Here come ol' flat top
He come groovin' up slowly
He's got Joo Joo eyeball
He one holy roller
He got hair down to his knees
Got to be a joker he just do what he please
Check

[Verse 2]
He wear no shoeshine
He's got toe jam football
He's got monkey finger
He shoot Coca-Cola
He say ""I know you, you know me""
One thing I can tell you is you got to be free

[Chorus 1]
Come together, right now
Over me

[Verse 3]
He bag production
He's got walrus gumbo
He's got Ono sideboard
He one spinal clacker
He's got feet down through his knees
Hold you in his arms till
You can feel his disease

[Chorus 1]
Come together, right now
Over me

[Guitar Solo]
Aaow, come together, baby! Hoo!
Aaow! (Aaow!) Come together, baby! Aaow! (Haha)
Come together
Come together Oh (Aaooww! Oooh!)

[Verse 4]
He roller coaster
He's got early warning
He's got muddy water
He one Mojo filter
He say ""One and one and one is three""
Got to be good looking cause he's so hard to see

[Chorus 1]
Come together, right now
Over me

[Outro]
Yeah
Check
Come together, baby (Aaooww!) yeah baby! Hoo!
The filter, hee! You're a Mojo
So come together, yeah
Hee!
Just come together, yeah
Just come together, yeah
Muddy water, spinal clacker, baby
You're a filter, early warning, who the sideboard, a walrus clacker!
(Hoo! Ah...) A walrus clacker (Hee)
Hoo! Come together, yeah
Come together, yeah
Come together! (A Mojo mo)
Come together! You're a Mojo filter
You're a Mojo, buddy
You're a spinal clacker
You're a Mojo filter
You're an early warning
You're a Nemo sideboard
A spinal clacker! (Hee)
Come together! (Yeah!)
Together, baby! Woo!
Come together, yeah! (Mojo filter!)
Come together, yeah! [x3]
Listen...
He bag production
He's got walrus gumbo
He's got Ono sideboard
He one spinal clacker
Come together
Come together (Hoo-hoo!)
Come together, baby! (Hoo-hoo!)
Come together! (Hoo! Hoo-hee!)
Na na na na na na (come together)
Na na na na na na... [x5...]",2008,1,Michael Jackson
"[Verse 1: Michael Jackson and Janet Jackson]
Tired of injustice
Tired of the schemes
The lies are disgusting
So what does it mean, damn it?
Kicking me down
I got to get up
As jacked as it sounds
The whole system sucks, damn it

[Verse 2: Janet Jackson]
Peek in the shadow
Come into the light
You tell me I'm wrong
Then you better prove you're right!
You're selling out souls but I
I care about mine
I've got to get stronger
And I won't give up the fight

[Pre-Chorus: Michael Jackson and Janet Jackson]
With such confusion don't it make you want to scream?
(Make you want to scream?)
Your bash abusing victimize within the scheme
You try to cope with every lie they scrutinize
Somebody please have mercy, cause I just can't take it

[Chorus: Both]
Stop pressuring me, just stop pressuring me
Stop pressuring me, make me want to scream
Stop pressuring me, just stop pressuring me
Stop pressuring me, make you want to scream

[Verse 2: Michael Jackson and Janet Jackson]
Tired of you telling
The story your way
You're causing confusion
You think it's okay, damn it
Keep changing the rules
While you're playing the game
I can't take it much longer
I think I might go insane

[Pre-Chorus: Michael Jackson and Janet Jackson]
With such confusion don't it make you want to scream? (Make you want to scream?)
Your bash abusing victimize within the scheme
You find your pleasure scandalizing every lie
Oh Father, please have mercy, 'cause I just can't take it

[Chorus: Both]
Stop pressuring me, just stop pressuring me
Stop pressuring me, make me want to scream
Stop pressuring me, just stop pressuring me
Stop fuckin' with me, make me want to scream

[Bridge: Janet Jackson]
Oh my God, can't believe what I saw as I turned on the TV
This evening, I was disgusted by all the injustice, all the injustice (All the injustice)
[News Man]
(A man has been brutally beaten to death by police
After being wrongly
Identified as a robbery suspect!
The man was an 18 year-old black male!)

[Pre-Chorus: Michael Jackson and Janet Jackson]
With such collusions don't it make you want to scream? (Make you want to scream?)
Your bash abusing victimize within the scheme!
You try to cope with every lie they scrutinize!

[Outro: Both]
Oh brother please have mercy, cause I just can't take it!
Stop pressuring me, just stop pressuring me
Stop pressuring me, make me want to scream
Stop pressuring me, just stop pressuring me
Stop pressuring me, make me want to scream!
Stop pressuring me, just stop pressuring me
Stop pressuring me, make me want to scream!
Stop pressuring me, just stop pressuring me
Stop pressuring me, make me want to scream!",2008,1,Michael Jackson
